"Volt","Freq","Zreal","Zimag","Zreal_pred","Zimag_pred"
4.193,0.0003165,0.08881,0.1609,0.0900315299783372,0.1701
4.193,0.0002519,0.09159,0.1977,0.091784972249685,0.208975
4.193,0.0001998,0.09034,0.2428,0.0938850514767522,0.257725
4.193,0.0001583,0.09521,0.3025,0.0982361216358594,0.3211
4.193,0.0001259,0.1022,0.3769,0.104108948165299,0.3583
4.193,7.948e-05,0.1113,0.5861,0.115022528816769,0.622475
4.193,6.308e-05,0.1138,0.7316,0.121451265496182,0.695225
4.193,3.983e-05,0.1301,1.149,0.137802324385252,1.22225
4.193,3.162e-05,0.1393,1.442,0.146884664989283,1.53475
4.193,2.512e-05,0.1538,1.813,0.162398322951417,1.9305
4.193,1.995e-05,0.1694,2.283,0.177181362146871,2.43225
4.193,1.585e-05,0.1953,2.88,0.19228657324637,3.066
4.193,1.259e-05,0.2185,3.624,0.20449225845638,3.8535
4.193,9.999e-06,0.241,4.542,0.21319972132792,4.3125
3.177,8016,0.01253,-0.003743,0.0113643097290056,-0.001198
3.177,627.8,0.01452,0.001964,0.0132423174292292,0.00204425
3.177,19.86,0.02057,0.003714,0.0194301692753326,0.0039005
3.177,7.945,0.02202,0.005682,0.0211728046955292,0.00615375
3.177,3.159,0.02447,0.0105,0.0243211759201882,0.0115035
3.177,0.4006,0.05161,0.03608,0.0544800779010256,0.0372775
3.177,0.03163,0.1197,0.03864,0.119503612830108,0.038955
3.177,0.01996,0.128,0.03997,0.128856745762941,0.040975
3.177,0.007944,0.1448,0.05116,0.14455964874666,0.05095
3.177,0.00631,0.1494,0.05616,0.150190695856908,0.06417
3.177,0.0005037,0.2049,0.3285,0.211885848889129,0.327925
3.177,0.0003974,0.2142,0.4079,0.224909889035783,0.533675
3.177,7.948e-05,0.3114,1.863,0.3409823250096,2.12375
3.387,3984,0.01243,-0.001066,0.0112543191233542,-0.001198
3.387,2528,0.01271,6.464e-05,0.0114612744684056,-8.9805e-05
3.387,100.4,0.0182,0.00325,0.0166923075514826,0.00327225
3.387,50.22,0.01961,0.003385,0.0180938346811351,0.0034325
3.387,15.63,0.02179,0.00429,0.0203660843862828,0.00452625
3.387,2.504,0.02909,0.01052,0.0278439588952732,0.01087825
3.387,0.07945,0.05164,0.006672,0.0504022144301777,0.00679075
3.387,0.007944,0.06294,0.01574,0.0612447487932215,0.0154625
3.387,0.00631,0.06483,0.01755,0.0634250005702547,0.0201575
3.387,0.001585,0.07755,0.03602,0.0768509012401823,0.03914
3.387,0.0001583,0.1154,0.2262,0.107250722911799,0.2251
3.387,0.0001259,0.125,0.2813,0.112400609728764,0.3081
3.65,315.5,0.01476,0.002068,0.0139242546392963,0.002097
3.65,63.34,0.01726,0.002251,0.0165054105217293,0.00224375
3.65,38.42,0.01803,0.002217,0.0174007250402526,0.002201
3.65,24.93,0.0187,0.00214,0.0180582336054875,0.0020995
3.65,12.4,0.01973,0.00184,0.0189357201391967,0.001768
3.65,3.946,0.02077,0.001147,0.0201866949416905,0.0011055
3.65,1.585,0.02117,0.0008555,0.0206741242488866,0.000849725
3.65,0.6334,0.02148,0.0008923,0.0211572378461084,0.000899375
3.65,0.504,0.02157,0.0009553,0.0210716005811173,0.001068
3.65,0.1589,0.02214,0.001653,0.0217934633407342,0.001631
3.65,0.126,0.02234,0.001888,0.0220971600108703,0.00224725
3.65,0.03163,0.02406,0.004397,0.0237052997455619,0.004746
3.65,9.99e-05,0.06385,0.1524,0.0729582212822699,0.17365
3.879,79,0.0177,0.002751,0.0164500434761415,0.002745
3.879,63.34,0.0181,0.002758,0.0168837310307862,0.00276475
3.879,7.945,0.02203,0.002447,0.0206632751249442,0.0023585
3.879,5.008,0.02272,0.00211,0.0214239396829742,0.00216325
3.879,3.946,0.023,0.001942,0.0220561901976151,0.0017735
3.879,0.6334,0.0244,0.001642,0.0237952269138891,0.00170575
3.879,0.05013,0.02753,0.005581,0.0268454362645757,0.006026
3.879,0.02512,0.02945,0.008506,0.0288379610626324,0.00919175
3.879,0.003981,0.04274,0.02308,0.0427251614796165,0.0243
3.879,9.99e-05,0.1027,0.1921,0.109029573977535,0.217475
3.879,2.512e-05,0.154,0.6936,0.154124903202078,0.790475
3.879,1.585e-05,0.1887,1.088,0.172841828783541,1.238775
3.879,9.999e-06,0.2336,1.707,0.187270336444358,1.238775
4.187,3171,0.01243,-0.0004404,0.0110141910748109,-0.0004313075
4.187,1976,0.01281,0.0005815,0.0113790026135223,0.000912725
4.187,627.8,0.01436,0.002249,0.0127768750103949,0.0019725
4.187,63.34,0.01918,0.003299,0.0174596735946871,0.00278125
4.187,5.008,0.02472,0.008401,0.022880903522503,0.0090325
4.187,1.998,0.0322,0.0124,0.0303574267035946,0.012445
4.187,0.7923,0.04191,0.01113,0.0394851789006657,0.010625
4.187,0.2003,0.04839,0.006328,0.0468125657807744,0.00622325
4.187,0.01996,0.05467,0.01102,0.0533478192583214,0.0117875
4.187,0.001259,0.08056,0.05277,0.0784191933267328,0.0581125
4.187,0.0005037,0.09571,0.1081,0.0926293510575684,0.12175
4.187,9.99e-05,0.1263,0.4641,0.122908504129191,0.460825
4.187,7.948e-05,0.1328,0.578,0.125725441529454,0.76565
4.193,8016,0.01203,-0.003968,0.0108909092645197,-0.0012535
4.193,3171,0.01215,-0.000711,0.0109890340812589,-0.00050015
4.193,1976,0.01248,0.0002968,0.0113386698713179,0.000760375
4.193,998.3,0.0132,0.001321,0.0121838490905128,0.00165125
4.193,6.317,0.02171,0.007001,0.0213538496369328,0.00751325
4.193,0.999,0.03604,0.009071,0.0357596054875499,0.00862775
4.193,0.504,0.03945,0.006658,0.0390994536452763,0.006363
4.193,0.2003,0.04166,0.004905,0.0409240322779833,0.00489675
4.193,0.1002,0.04294,0.00507,0.0423832697681007,0.0052775
4.193,0.01585,0.04872,0.01163,0.0492985154149277,0.0124575
4.193,0.0003974,0.08459,0.1313,0.087137871901689,0.147375
4.193,9.99e-05,0.1017,0.4679,0.1108709334703,0.5338
4.193,5.009e-05,0.1213,0.9166,0.130988082441942,1.04465
